C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/11/27,20:00:02,0000000403676429,DEMAND,0000000403676429
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",NSW1,0,1,MEASUREMENT,"2023/11/27 19:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",QLD1,0,1,MEASUREMENT,"2023/11/27 19:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",QLDC,0,1,MEASUREMENT,"2023/11/27 19:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",QLDN,0,1,MEASUREMENT,"2023/11/27 19:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",QLDS,0,1,MEASUREMENT,"2023/11/27 19:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",SA1,25.224,1,MEASUREMENT,"2023/11/27 19:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",TAS1,0.211,1,MEASUREMENT,"2023/11/27 19:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",TASN,0.038,1,MEASUREMENT,"2023/11/27 19:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",TASS,0.172,1,MEASUREMENT,"2023/11/27 19:49:11"
D,ROOFTOP,ACTUAL,2,"2023/11/27 19:30:00",VIC1,7.718,1,MEASUREMENT,"2023/11/27 19:49:11"
C,"END OF REPORT",13
