C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2024/01/23,20:30:02,0000000409198403,DEMAND,0000000409198403
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",NSW1,0,1,MEASUREMENT,"2024/01/23 20:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",QLD1,0,1,MEASUREMENT,"2024/01/23 20:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",QLDC,0,1,MEASUREMENT,"2024/01/23 20:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",QLDN,0,1,MEASUREMENT,"2024/01/23 20:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",QLDS,0,1,MEASUREMENT,"2024/01/23 20:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",SA1,12.658,1,MEASUREMENT,"2024/01/23 20:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",TAS1,0.109,1,MEASUREMENT,"2024/01/23 20:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",TASN,0.015,1,MEASUREMENT,"2024/01/23 20:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",TASS,0.093,1,MEASUREMENT,"2024/01/23 20:19:15"
D,ROOFTOP,ACTUAL,2,"2024/01/23 20:00:00",VIC1,1.352,1,MEASUREMENT,"2024/01/23 20:19:15"
C,"END OF REPORT",13
