C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_MEASUREMENT,AEMO,PUBLIC,2023/03/31,06:00:03,0000000383884970,DEMAND,0000000383884970
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",NSW1,0,1,MEASUREMENT,"2023/03/31 05:49:27"
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",QLD1,0,1,MEASUREMENT,"2023/03/31 05:49:27"
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",QLDC,0,1,MEASUREMENT,"2023/03/31 05:49:27"
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",QLDN,0,1,MEASUREMENT,"2023/03/31 05:49:27"
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",QLDS,0,1,MEASUREMENT,"2023/03/31 05:49:27"
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",SA1,0,1,MEASUREMENT,"2023/03/31 05:49:28"
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",TAS1,0,1,MEASUREMENT,"2023/03/31 05:49:28"
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",TASN,0,1,MEASUREMENT,"2023/03/31 05:49:28"
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",TASS,0,1,MEASUREMENT,"2023/03/31 05:49:28"
D,ROOFTOP,ACTUAL,2,"2023/03/31 05:30:00",VIC1,0,1,MEASUREMENT,"2023/03/31 05:49:28"
C,"END OF REPORT",13
